reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
ed64538f-ac98-4480-a31f-88c2f7c3bcfd,Ranu Thakur,https://play-lh.googleusercontent.com/a/ACg8ocKRdwJb1BwzHQSdOTXV1bpPlGR2s70cmnF5yxua9BHx6rCbMg=mo,It's a amazing app this aap is very useful,5,1,362.0.0.33.241,2025-01-12 12:19:26,,,362.0.0.33.241
7fb2dde3-4e2b-4537-b759-821ea8fa61fd,Hansel Lukah,https://play-lh.googleusercontent.com/a/ACg8ocJNvVkp279OkziO3Zm51H2b-eazgKPXU_GQcF3NGi5TOYQMWA=mo,Apps has been doing me wonders,5,1,362.0.0.33.241,2025-01-12 12:18:16,,,362.0.0.33.241
79cc23e6-480a-422c-9311-1ed3dfade151,Dhruv Yadav,https://play-lh.googleusercontent.com/a-/ALV-UjWmtUYY4juOOxzvMvKEZCFHE7z9XKx_GWzp2m55pnKHAbyQvKm-,Super ❤️😎🥳,5,0,361.0.0.46.88,2025-01-12 12:17:17,,,361.0.0.46.88
4478fc67-5396-438d-a74a-e4f2d45dc915,shaikh KHIZAR SHAIKH,https://play-lh.googleusercontent.com/a-/ALV-UjVNzDAIGK-Tfx0QiN4nMLiwsvK4jZJzHPpF0xIebu0GXiU8Rv0Z,iPhone story Android mobile Instagram story please Instagram team,5,0,362.0.0.33.241,2025-01-12 12:16:21,,,362.0.0.33.241
fd668340-fa06-40e1-90eb-25a39ab0aa8b,Ram Singh,https://play-lh.googleusercontent.com/a/ACg8ocI6KxNkb10CURhhk6O-leLjDkRYlUW10AuR6Y_PsgAYzbfkKg=mo,No pichar mila h,5,0,362.0.0.33.241,2025-01-12 12:16:01,,,362.0.0.33.241
698aed88-adf4-4bc1-8bb9-6000a67d80ad,Manisha Mudase,https://play-lh.googleusercontent.com/a-/ALV-UjVBEbuveSYpT0y_H9uygTDXUGLLf_wby4ZdCbD7nFtaJmn9fdXv,I love this app soo much 😘😘,5,0,,2025-01-12 12:16:01,,,
6744756e-afc5-44a3-afc5-6248adcb00ec,Catboys Kitty,https://play-lh.googleusercontent.com/a/ACg8ocKI5HIQq72AbyDCtE5WgJmfRbohbpb34fG6J_-FDb8pkatGvw=mo,Excellent💥💌,5,0,362.0.0.33.241,2025-01-12 12:15:36,,,362.0.0.33.241
2a090ade-f85a-4198-b7b5-5b0249909365,Aayesha Chaudhary,https://play-lh.googleusercontent.com/a/ACg8ocI4xNcGyNgRHYZvK30tQalN_apNr1ePvCLb4cBgNndz8ZNx7Q=mo,My useful favourite app ♥️,5,1,362.0.0.33.241,2025-01-12 12:14:43,,,362.0.0.33.241
666cc98e-0550-455b-939b-2fecf7a55b3e,Mohd Yafi,https://play-lh.googleusercontent.com/a/ACg8ocLCIRDmJyc7szOa4msJLHynAndJZi4WAxFJJw-wKJrxAD5I=mo,This app has so much smart and my personal experience 😜,5,2,361.0.0.46.88,2025-01-12 12:14:41,,,361.0.0.46.88
faec7dac-0998-49aa-bcdd-b7f3f13d4111,Kalpesh Toraskar,https://play-lh.googleusercontent.com/a-/ALV-UjX84tEfraj3CH2MrP_7YmxtqBFn73wPBQ07DCs4hp3jrBio79OF,👌😊,5,0,362.0.0.33.241,2025-01-12 12:12:53,,,362.0.0.33.241
